attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,672239,0,1418,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,1740,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,-2026,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,-1770,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,-1462,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,-1285,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,-2048,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,1825,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,1451,783032,244443,281893,263207,85416,105296,580749,200,0
0,672239,0,1755,783032,244443,281893,263207,85416,105296,580749,200,0
0,937908,0,-1882,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,-1116,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,525,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,1581,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,1731,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,982,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,-874,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,-1940,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,-1460,285458,92727,269092,165278,83315,75372,266856,200,0
0,937908,0,-117,285458,92727,269092,165278,83315,75372,266856,200,0
0,665251,0,-1255,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,-2048,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,-1257,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,561,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,1623,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,1693,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,1100,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,-723,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,-1852,365516,52935,572037,124970,148959,90011,297693,200,0
0,665251,0,-648,365516,52935,572037,124970,148959,90011,297693,200,0
0,31739,0,1479,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,146,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,-1346,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,-1796,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,-1029,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,582,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,1610,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,1707,43302,69489,25724,12191,28503,23349,188325,200,0
0,31739,0,993,43302,69489,25724,12191,28503,23349,188325,200,0
0,1334432,0,684,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,1685,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,-1447,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,672,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,-1245,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,-1892,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,-1219,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,-67,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,327,283444,199944,188871,53692,158913,186254,417890,200,0
0,1334432,0,1756,283444,199944,188871,53692,158913,186254,417890,200,0
0,573540,0,-1785,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,-29,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,934,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,1698,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,1669,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,848,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,1656,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,-1190,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,1681,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,1688,65571,24318,69770,27352,19921,23573,57204,200,0
0,573540,0,-1733,65571,24318,69770,27352,19921,23573,57204,200,0
0,206057,0,-1895,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,-1682,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,-531,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,948,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,1634,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,1543,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,312,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,-1050,888309,112718,375283,262302,95823,97161,143022,200,0
0,206057,0,-2048,888309,112718,375283,262302,95823,97161,143022,200,0
0,862753,0,1828,379102,142873,169269,114327,102197,118443,340961,200,0
0,862753,0,872,379102,142873,169269,114327,102197,118443,340961,200,0
