attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
29,428509,57,-44,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,-1318,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,-84,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,413,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,-75,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,436,122519,22936,4910,5210,19691,3240,152178,26,0
29,428509,57,1401,122519,22936,4910,5210,19691,3240,152178,26,0
29,193749,57,248,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,-116,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,72,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,-13,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,305,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,408,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,88,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,120,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,-418,57570,9168,49388,4233,14294,1033,113337,26,0
29,193749,57,21,57570,9168,49388,4233,14294,1033,113337,26,0
26,1065793,57,314,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-361,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-346,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-440,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-54,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,261,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,374,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,306,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-68,358437,123180,38130,13654,109953,6486,493591,0,0
26,1065793,57,-340,358437,123180,38130,13654,109953,6486,493591,0,0
26,2772013,57,-86,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,515,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,-504,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,-580,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,-38,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,53,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,325,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,465,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,123,469324,3872,210425,6064,142264,3438,807155,26,0
26,2772013,57,-164,469324,3872,210425,6064,142264,3438,807155,26,0
