attention,delta,meditation,rawValue,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,poorSignal,blinkStrength
0,448447,0,52,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,57,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,29,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,-2048,93197,110526,22517,78835,81159,18807,77596,200,0
0,448447,0,1946,93197,110526,22517,78835,81159,18807,77596,200,0
0,2114534,0,1978,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,554,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,117,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,45,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,59,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,87,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,183,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,179,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,-2048,210841,111476,31285,107027,204102,108757,124640,200,0
0,2114534,0,-398,210841,111476,31285,107027,204102,108757,124640,200,0
0,867101,0,2047,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,971,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,169,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,28,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,65,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,75,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,112,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,156,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,-515,27678,10479,1764,5625,11080,3022,28853,200,0
0,867101,0,-1832,27678,10479,1764,5625,11080,3022,28853,200,0
0,402124,0,784,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,1553,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,507,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,107,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,26,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,66,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,87,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,91,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,-2048,95436,27478,52467,9293,30637,4886,165594,200,0
0,402124,0,-435,95436,27478,52467,9293,30637,4886,165594,200,0
0,504832,0,2047,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,706,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,162,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,40,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,17,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,56,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,91,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,-2048,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,304,38544,27242,35367,12713,14112,11079,19050,200,0
0,504832,0,1121,38544,27242,35367,12713,14112,11079,19050,200,0
0,671533,0,697,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,154,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,65,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,50,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,2,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,73,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,-462,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,1125,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,2047,242662,29194,39742,31182,16057,16475,33501,200,0
0,671533,0,681,242662,29194,39742,31182,16057,16475,33501,200,0
0,546674,0,180,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,166,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,353,86859,40594,32196,20702,20204,26693,62332,200,0
0,546674,0,-108,86859,40594,32196,20702,20204,26693,62332,200,0
